poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
87328,1056,Remington,2153,American Fuel & Petrochemical Manufacturers,Remington Research Group,279,Remington Research Group,2.6,-0.7,,7.0,Montana,6/29/24,7/1/24,,"",,,,,202514,570,lv,,lv,,7/10/24 09:44,"",https://www.globenewswire.com/news-release/2024/07/10/2911469/31640/en/Polling-shows-likely-voters-nationally-and-in-battleground-states-solidly-oppose-Biden-Harris-gas-car-ban-and-consider-the-issue-important-for-2024.html,"",,REP,9519,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Tester,30959,Jon Tester,45.0
87328,1056,Remington,2153,American Fuel & Petrochemical Manufacturers,Remington Research Group,279,Remington Research Group,2.6,-0.7,,7.0,Montana,6/29/24,7/1/24,,"",,,,,202514,570,lv,,lv,,7/10/24 09:44,"",https://www.globenewswire.com/news-release/2024/07/10/2911469/31640/en/Polling-shows-likely-voters-nationally-and-in-battleground-states-solidly-oppose-Biden-Harris-gas-car-ban-and-consider-the-issue-important-for-2024.html,"",,REP,9519,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Sheehy,31060,Tim Sheehy,50.0
87329,1056,Remington,2153,American Fuel & Petrochemical Manufacturers,Remington Research Group,279,Remington Research Group,2.6,-0.7,,7.0,Nevada,6/29/24,7/1/24,,"",,,,,202515,601,lv,,lv,,7/10/24 09:44,"",https://www.globenewswire.com/news-release/2024/07/10/2911469/31640/en/Polling-shows-likely-voters-nationally-and-in-battleground-states-solidly-oppose-Biden-Harris-gas-car-ban-and-consider-the-issue-important-for-2024.html,"",,REP,9521,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Rosen,31010,Jacky Rosen,48.0
87329,1056,Remington,2153,American Fuel & Petrochemical Manufacturers,Remington Research Group,279,Remington Research Group,2.6,-0.7,,7.0,Nevada,6/29/24,7/1/24,,"",,,,,202515,601,lv,,lv,,7/10/24 09:44,"",https://www.globenewswire.com/news-release/2024/07/10/2911469/31640/en/Polling-shows-likely-voters-nationally-and-in-battleground-states-solidly-oppose-Biden-Harris-gas-car-ban-and-consider-the-issue-important-for-2024.html,"",,REP,9521,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Brown,31105,Sam Brown,46.0
87330,1056,Remington,2153,American Fuel & Petrochemical Manufacturers,Remington Research Group,279,Remington Research Group,2.6,-0.7,,7.0,Ohio,6/29/24,7/1/24,,"",,,,,202516,611,lv,,lv,,7/10/24 09:44,"",https://www.globenewswire.com/news-release/2024/07/10/2911469/31640/en/Polling-shows-likely-voters-nationally-and-in-battleground-states-solidly-oppose-Biden-Harris-gas-car-ban-and-consider-the-issue-important-for-2024.html,"",,REP,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Brown,31033,Sherrod Brown,50.0
87330,1056,Remington,2153,American Fuel & Petrochemical Manufacturers,Remington Research Group,279,Remington Research Group,2.6,-0.7,,7.0,Ohio,6/29/24,7/1/24,,"",,,,,202516,611,lv,,lv,,7/10/24 09:44,"",https://www.globenewswire.com/news-release/2024/07/10/2911469/31640/en/Polling-shows-likely-voters-nationally-and-in-battleground-states-solidly-oppose-Biden-Harris-gas-car-ban-and-consider-the-issue-important-for-2024.html,"",,REP,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Moreno,31036,Bernie Moreno,44.0
87331,1056,Remington,2153,American Fuel & Petrochemical Manufacturers,Remington Research Group,279,Remington Research Group,2.6,-0.7,,7.0,Pennsylvania,6/29/24,7/1/24,,"",,,,,202517,673,lv,,lv,,7/10/24 09:44,"",https://www.globenewswire.com/news-release/2024/07/10/2911469/31640/en/Polling-shows-likely-voters-nationally-and-in-battleground-states-solidly-oppose-Biden-Harris-gas-car-ban-and-consider-the-issue-important-for-2024.html,"",,REP,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Casey,30990,Robert P. Casey Jr.,49.0
87331,1056,Remington,2153,American Fuel & Petrochemical Manufacturers,Remington Research Group,279,Remington Research Group,2.6,-0.7,,7.0,Pennsylvania,6/29/24,7/1/24,,"",,,,,202517,673,lv,,lv,,7/10/24 09:44,"",https://www.globenewswire.com/news-release/2024/07/10/2911469/31640/en/Polling-shows-likely-voters-nationally-and-in-battleground-states-solidly-oppose-Biden-Harris-gas-car-ban-and-consider-the-issue-important-for-2024.html,"",,REP,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,McCormick,30991,David McCormick,48.0
87332,1056,Remington,2153,American Fuel & Petrochemical Manufacturers,Remington Research Group,279,Remington Research Group,2.6,-0.7,,7.0,Texas,6/29/24,7/1/24,,"",,,,,202518,589,lv,,lv,,7/10/24 09:44,"",https://www.globenewswire.com/news-release/2024/07/10/2911469/31640/en/Polling-shows-likely-voters-nationally-and-in-battleground-states-solidly-oppose-Biden-Harris-gas-car-ban-and-consider-the-issue-important-for-2024.html,"",,REP,9530,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Allred,31007,Colin Allred,43.0
87332,1056,Remington,2153,American Fuel & Petrochemical Manufacturers,Remington Research Group,279,Remington Research Group,2.6,-0.7,,7.0,Texas,6/29/24,7/1/24,,"",,,,,202518,589,lv,,lv,,7/10/24 09:44,"",https://www.globenewswire.com/news-release/2024/07/10/2911469/31640/en/Polling-shows-likely-voters-nationally-and-in-battleground-states-solidly-oppose-Biden-Harris-gas-car-ban-and-consider-the-issue-important-for-2024.html,"",,REP,9530,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Cruz,31008,Ted Cruz,53.0
87333,1056,Remington,2153,American Fuel & Petrochemical Manufacturers,Remington Research Group,279,Remington Research Group,2.6,-0.7,,7.0,Wisconsin,6/29/24,7/1/24,,"",,,,,202519,593,lv,,lv,,7/10/24 09:44,"",https://www.globenewswire.com/news-release/2024/07/10/2911469/31640/en/Polling-shows-likely-voters-nationally-and-in-battleground-states-solidly-oppose-Biden-Harris-gas-car-ban-and-consider-the-issue-important-for-2024.html,"",,REP,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Baldwin,31019,Tammy Baldwin,48.0
87333,1056,Remington,2153,American Fuel & Petrochemical Manufacturers,Remington Research Group,279,Remington Research Group,2.6,-0.7,,7.0,Wisconsin,6/29/24,7/1/24,,"",,,,,202519,593,lv,,lv,,7/10/24 09:44,"",https://www.globenewswire.com/news-release/2024/07/10/2911469/31640/en/Polling-shows-likely-voters-nationally-and-in-battleground-states-solidly-oppose-Biden-Harris-gas-car-ban-and-consider-the-issue-important-for-2024.html,"",,REP,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Hovde,31201,Eric D Hovde,48.0
87306,1798,National Public Affairs,"","",National Public Affairs,768,National Public Affairs,,,,2.0,Nevada,6/28/24,7/1/24,,"",,,,,202068,817,lv,,lv,,7/3/24 20:52,"",https://backend.natpublicaffairs.com/media/NPA%20NV%20Statewide%20General%20Election%20Topline%20062024.pdf,"",,,9521,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Rosen,31010,Jacky Rosen,41.0
87306,1798,National Public Affairs,"","",National Public Affairs,768,National Public Affairs,,,,2.0,Nevada,6/28/24,7/1/24,,"",,,,,202068,817,lv,,lv,,7/3/24 20:52,"",https://backend.natpublicaffairs.com/media/NPA%20NV%20Statewide%20General%20Election%20Topline%20062024.pdf,"",,,9521,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Brown,31105,Sam Brown,33.0
87368,568,YouGov,"1245,1809",University of Houston | Texas Southern University,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,Texas,6/20/24,7/1/24,,"",,,,,202653,1484,lv,,lv,,7/11/24 09:14,"",https://uh.edu/hobby/txtrends/2024/,"",,,9530,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Allred,31007,Colin Allred,44.0
87368,568,YouGov,"1245,1809",University of Houston | Texas Southern University,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,Texas,6/20/24,7/1/24,,"",,,,,202653,1484,lv,,lv,,7/11/24 09:14,"",https://uh.edu/hobby/txtrends/2024/,"",,,9530,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Cruz,31008,Ted Cruz,47.0
87368,568,YouGov,"1245,1809",University of Houston | Texas Southern University,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,Texas,6/20/24,7/1/24,,"",,,,,202653,1484,lv,,lv,,7/11/24 09:14,"",https://uh.edu/hobby/txtrends/2024/,"",,,9530,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,LIB,Brown,31455,Ted Brown,3.0
87283,1347,Cygnal,"","",Cygnal,67,Cygnal,2.1,-1.3,,4.0,Pennsylvania,6/27/24,6/28/24,,"",,,,,201808,800,lv,,lv,,7/1/24 16:38,"",https://www.cygn.al/pennsylvania-poll-first-fielded-straddling-the-debate-trump-with-strong-lead-and-mccormick-within-striking-distance-of-casey/,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Casey,30990,Robert P. Casey Jr.,45.8
87283,1347,Cygnal,"","",Cygnal,67,Cygnal,2.1,-1.3,,4.0,Pennsylvania,6/27/24,6/28/24,,"",,,,,201808,800,lv,,lv,,7/1/24 16:38,"",https://www.cygn.al/pennsylvania-poll-first-fielded-straddling-the-debate-trump-with-strong-lead-and-mccormick-within-striking-distance-of-casey/,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,McCormick,30991,David McCormick,42.1
87270,1497,co/efficient,"","",co/efficient,514,co/efficient,1.1,0.3,IVR/Text,5.0,New Jersey,6/26/24,6/27/24,,"",,,,,201665,810,lv,,lv,,6/28/24 14:52,"",https://www.coefficient.org/njsenate,"",,,9522,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Kim,31085,Andy Kim,39.0
87270,1497,co/efficient,"","",co/efficient,514,co/efficient,1.1,0.3,IVR/Text,5.0,New Jersey,6/26/24,6/27/24,,"",,,,,201665,810,lv,,lv,,6/28/24 14:52,"",https://www.coefficient.org/njsenate,"",,,9522,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Bashaw,31785,Curtis Bashaw,33.0
87270,1497,co/efficient,"","",co/efficient,514,co/efficient,1.1,0.3,IVR/Text,5.0,New Jersey,6/26/24,6/27/24,,"",,,,,201665,810,lv,,lv,,6/28/24 14:52,"",https://www.coefficient.org/njsenate,"",,,9522,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Menendez,31083,Bob Menendez,3.0
87270,1497,co/efficient,"","",co/efficient,514,co/efficient,1.1,0.3,IVR/Text,5.0,New Jersey,6/26/24,6/27/24,,"",,,,,201666,810,lv,,lv,,6/28/24 14:52,"",https://www.coefficient.org/njsenate,"",,,9522,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Kim,31085,Andy Kim,41.0
87270,1497,co/efficient,"","",co/efficient,514,co/efficient,1.1,0.3,IVR/Text,5.0,New Jersey,6/26/24,6/27/24,,"",,,,,201666,810,lv,,lv,,6/28/24 14:52,"",https://www.coefficient.org/njsenate,"",,,9522,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Bashaw,31785,Curtis Bashaw,34.0
87307,1812,Manhattan Institute,"","",Manhattan Institute,781,Manhattan Institute,,,Live Phone/Text-to-Web,4.0,Texas,6/25/24,6/27/24,,"",,,,,202069,600,lv,,lv,,7/3/24 20:53,"",https://manhattan.institute/article/testing-texas,"",,,9530,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Allred,31007,Colin Allred,43.0
87307,1812,Manhattan Institute,"","",Manhattan Institute,781,Manhattan Institute,,,Live Phone/Text-to-Web,4.0,Texas,6/25/24,6/27/24,,"",,,,,202069,600,lv,,lv,,7/3/24 20:53,"",https://manhattan.institute/article/testing-texas,"",,,9530,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Cruz,31008,Ted Cruz,46.0
87274,1765,Torchlight Strategies,2149,Common Sense for America PAC,Torchlight Strategies,745,Torchlight Strategies,,,IVR/Live Phone/Text-to-Web,2.0,Montana,6/22/24,6/26/24,,"",,,,,201673,649,rv,,rv,,6/28/24 21:38,"",https://x.com/IAPolls2022/status/1806842559198626004,"",,REP,9519,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Tester,30959,Jon Tester,41.1
87274,1765,Torchlight Strategies,2149,Common Sense for America PAC,Torchlight Strategies,745,Torchlight Strategies,,,IVR/Live Phone/Text-to-Web,2.0,Montana,6/22/24,6/26/24,,"",,,,,201673,649,rv,,rv,,6/28/24 21:38,"",https://x.com/IAPolls2022/status/1806842559198626004,"",,REP,9519,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Sheehy,31060,Tim Sheehy,47.2
87274,1765,Torchlight Strategies,2149,Common Sense for America PAC,Torchlight Strategies,745,Torchlight Strategies,,,IVR/Live Phone/Text-to-Web,2.0,Montana,6/22/24,6/26/24,,"",,,,,201673,649,rv,,rv,,6/28/24 21:38,"",https://x.com/IAPolls2022/status/1806842559198626004,"",,REP,9519,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,GRE,Downey,36389,Michael Downey,1.2
87274,1765,Torchlight Strategies,2149,Common Sense for America PAC,Torchlight Strategies,745,Torchlight Strategies,,,IVR/Live Phone/Text-to-Web,2.0,Montana,6/22/24,6/26/24,,"",,,,,201673,649,rv,,rv,,6/28/24 21:38,"",https://x.com/IAPolls2022/status/1806842559198626004,"",,REP,9519,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,LIB,Daoud,36390,Sid Daoud,2.1
87277,143,EPIC/MRA,"","",EPIC-MRA,84,EPIC-MRA,2.0,-0.7,Live Phone,3.0,Michigan,6/21/24,6/26/24,,"",,,,,201757,600,lv,,lv,,6/29/24 18:44,"",https://www.woodtv.com/news/elections/poll-shows-trump-with-4-point-lead-over-biden-in-michigan/,"",,,9515,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Slotkin,31025,Elissa Slotkin,44.0
87277,143,EPIC/MRA,"","",EPIC-MRA,84,EPIC-MRA,2.0,-0.7,Live Phone,3.0,Michigan,6/21/24,6/26/24,,"",,,,,201757,600,lv,,lv,,6/29/24 18:44,"",https://www.woodtv.com/news/elections/poll-shows-trump-with-4-point-lead-over-biden-in-michigan/,"",,,9515,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Rogers,31045,Mike Rogers,42.0
87281,1450,1892 Polling,27,NRSC,1892 Polling,461,1892 Polling,1.4,0.1,,1.0,New Mexico,6/19/24,6/24/24,31613,Nella Louise Domenici,REP,,,,201789,600,lv,,lv,,7/1/24 12:03,"",https://go.nationaljournal.com/index.php/email/emailWebview?email=NTU2LVlFRS05NjkAAAGUDf_-AYh8Q5kpYqUGUcGJwawJlK2lDH9vmW4-5CnH58I3-pO2cdEme7wzsKG43OI3W7iW-rfxicDILMuRaUhdipQ02E87zDPw2Q,"",true,REP,9523,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Heinrich,36245,Martin Heinrich,46.0
87281,1450,1892 Polling,27,NRSC,1892 Polling,461,1892 Polling,1.4,0.1,,1.0,New Mexico,6/19/24,6/24/24,31613,Nella Louise Domenici,REP,,,,201789,600,lv,,lv,,7/1/24 12:03,"",https://go.nationaljournal.com/index.php/email/emailWebview?email=NTU2LVlFRS05NjkAAAGUDf_-AYh8Q5kpYqUGUcGJwawJlK2lDH9vmW4-5CnH58I3-pO2cdEme7wzsKG43OI3W7iW-rfxicDILMuRaUhdipQ02E87zDPw2Q,"",true,REP,9523,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Domenici,31613,Nella Louise Domenici,42.0
87222,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Maryland,6/19/24,6/20/24,,"",,,,,201366,635,v,,v,,6/24/24 09:20,"",https://www.publicpolicypolling.com/polls/alsobrooks-leads-hogan-by-11/,"",,,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Alsobrooks,31370,Angela D. Alsobrooks,45.0
87222,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Maryland,6/19/24,6/20/24,,"",,,,,201366,635,v,,v,,6/24/24 09:20,"",https://www.publicpolicypolling.com/polls/alsobrooks-leads-hogan-by-11/,"",,,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Hogan,31674,Larry Hogan,34.0
87222,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Maryland,6/19/24,6/20/24,,"",,,,,201366,635,v,,v,,6/24/24 09:20,"",https://www.publicpolicypolling.com/polls/alsobrooks-leads-hogan-by-11/,"",,,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,GRE,Wallace,36591,Nancy Wallace,1.0
87222,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Maryland,6/19/24,6/20/24,,"",,,,,201366,635,v,,v,,6/24/24 09:20,"",https://www.publicpolicypolling.com/polls/alsobrooks-leads-hogan-by-11/,"",,,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,LIB,Scott,36592,Mike Scott,3.0
87222,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Maryland,6/19/24,6/20/24,,"",,,,,201366,635,v,,v,,6/24/24 09:20,"",https://www.publicpolicypolling.com/polls/alsobrooks-leads-hogan-by-11/,"",,,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,IND,Osuchukwu,36593,Emmanuel O. Osuchukwu,1.0
87222,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Maryland,6/19/24,6/20/24,,"",,,,,201367,635,v,,v,,6/24/24 09:20,"",https://www.publicpolicypolling.com/polls/alsobrooks-leads-hogan-by-11/,"",,,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Alsobrooks,31370,Angela D. Alsobrooks,48.0
87222,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Maryland,6/19/24,6/20/24,,"",,,,,201367,635,v,,v,,6/24/24 09:20,"",https://www.publicpolicypolling.com/polls/alsobrooks-leads-hogan-by-11/,"",,,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Hogan,31674,Larry Hogan,40.0
87219,1001,North Star Opinion Research,1457,Center for American Greatness,North Star Opinion Research,233,North Star Opinion Research,1.2,0.2,Live Phone,3.0,Arizona,6/17/24,6/20/24,,"",,,,,201295,600,lv,,lv,,6/21/24 19:55,"",https://amgreatness.com/2024/06/21/new-american-greatness-poll-trump-surges-in-battleground-arizona/,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Gallego,30920,Ruben Gallego,39.0
87219,1001,North Star Opinion Research,1457,Center for American Greatness,North Star Opinion Research,233,North Star Opinion Research,1.2,0.2,Live Phone,3.0,Arizona,6/17/24,6/20/24,,"",,,,,201295,600,lv,,lv,,6/21/24 19:55,"",https://amgreatness.com/2024/06/21/new-american-greatness-poll-trump-surges-in-battleground-arizona/,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Lake,30921,Kari Lake,38.0
87219,1001,North Star Opinion Research,1457,Center for American Greatness,North Star Opinion Research,233,North Star Opinion Research,1.2,0.2,Live Phone,3.0,Arizona,6/17/24,6/20/24,,"",,,,,201295,600,lv,,lv,,6/21/24 19:55,"",https://amgreatness.com/2024/06/21/new-american-greatness-poll-trump-surges-in-battleground-arizona/,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,GRE,Quintana,36590,Eduardo Quintana,9.0
87248,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Live Phone/Email,10.0,Wisconsin,6/12/24,6/20/24,,"",,,,,201527,871,rv,,rv,,6/26/24 14:28,"",https://law.marquette.edu/poll/2024/06/26/marquette-law-school-poll-survey-of-wisconsin-finds-biden-and-trump-tied-among-registered-voters-biden-51-to-trump-49-among-likely-voters/,"",,,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Baldwin,31019,Tammy Baldwin,52.0
87248,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Live Phone/Email,10.0,Wisconsin,6/12/24,6/20/24,,"",,,,,201527,871,rv,,rv,,6/26/24 14:28,"",https://law.marquette.edu/poll/2024/06/26/marquette-law-school-poll-survey-of-wisconsin-finds-biden-and-trump-tied-among-registered-voters-biden-51-to-trump-49-among-likely-voters/,"",,,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Hovde,31201,Eric D Hovde,47.0
87248,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Live Phone/Email,10.0,Wisconsin,6/12/24,6/20/24,,"",,,,,201528,784,lv,,lv,,6/26/24 14:28,"",https://law.marquette.edu/poll/2024/06/26/marquette-law-school-poll-survey-of-wisconsin-finds-biden-and-trump-tied-among-registered-voters-biden-51-to-trump-49-among-likely-voters/,"",,,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Baldwin,31019,Tammy Baldwin,52.0
