poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,yes,no,alternate_answers
86984,1697,Bullfinch,"","",The Bullfinch Group,692,The Bullfinch Group,,,Online Panel,4.0,,5/16/24,5/21/24,,"",,199520,1000,rv,,rv,,5/21/24 16:43,"",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q2-nationwide-survey-2,"",,,27.0,63.0,10.0
86967,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,5/15/24,5/16/24,,"",,199426,1660,rv,,rv,,5/20/24 12:36,"",https://harvardharrispoll.com/wp-content/uploads/2024/05/HHP_May2024_KeyResults.pdf,"",,,32.0,61.0,7.0
86995,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,10.0,,5/6/24,5/15/24,,"",,199796,902,rv,,rv,,5/23/24 09:42,"",https://law.marquette.edu/poll/2024/05/23/detailed-results-of-the-marquette-law-school-supreme-court-poll-may-6-15-2024-2/,"",,,27.0,73.0,0
86995,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,10.0,,5/6/24,5/15/24,,"",,199797,684,lv,,lv,,5/23/24 09:42,"",https://law.marquette.edu/poll/2024/05/23/detailed-results-of-the-marquette-law-school-supreme-court-poll-may-6-15-2024-2/,"",,,27.0,73.0,0
86949,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,5/12/24,5/14/24,,"",,199051,1830,a,,a,,5/15/24 10:27,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_eJHOoqw.pdf,"",,,13.0,64.0,23.0
86949,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,5/12/24,5/14/24,,"",,199052,1586,rv,,rv,,5/15/24 10:27,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nURRSN3.pdf,"",,,13.0,68.0,19.0
87128,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,1.6,-0.2,Online Panel,1.0,,4/29/24,5/8/24,,"",,200634,1076,rv,,rv,,6/7/24 13:19,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/66631e285625963c4d18a28b/1717771816980/%5BALL%5D+Clarity+Omnibus+Overview+-+April_May+2024.pdf,"",,,21.0,62.0,17.0
86876,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,5/5/24,5/7/24,,"",,198563,1813,a,,a,,5/8/24 10:56,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Agwhapd.pdf,"",,,12.0,61.0,26.0
86876,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,5/5/24,5/7/24,,"",,198564,1598,rv,,rv,,5/8/24 10:56,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Agwhapd.pdf,"",,,13.0,67.0,20.0
86773,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,4/28/24,4/30/24,,"",,197962,1755,a,,a,,5/1/24 10:35,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Jii0w9t.pdf,"",,,14.0,61.0,25.0
86773,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,4/28/24,4/30/24,,"",,197963,1479,rv,,rv,,5/1/24 10:35,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_0NJUiMQ.pdf,"",,,14.0,67.0,19.0
86745,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,4/24/24,4/25/24,,"",,197604,1961,rv,,rv,,4/29/24 13:33,"",https://harvardharrispoll.com/wp-content/uploads/2024/04/HHP_Apr2024_KeyResults.pdf,"",,,32.0,61.0,7.0
86717,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,4/21/24,4/23/24,,"",,197164,1651,a,,a,,4/24/24 11:05,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_20240422.pd,"",,,12.0,65.0,22.0
86717,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,4/21/24,4/23/24,,"",,197165,1470,rv,,rv,,4/24/24 11:05,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_20240422.pdf,"",,,13.0,70.0,18.0
86726,320,Monmouth,"","",Monmouth University Polling Institute,215,Monmouth University Polling Institute,2.9,-0.9,Live Phone/Text-to-Web,9.0,,4/18/24,4/22/24,,"",,197287,808,a,,a,,4/24/24 11:37,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_042424/,"",,,14.0,79.0,7.0
86726,320,Monmouth,"","",Monmouth University Polling Institute,215,Monmouth University Polling Institute,2.9,-0.9,Live Phone/Text-to-Web,9.0,,4/18/24,4/22/24,,"",,197288,746,rv,,rv,,4/24/24 11:37,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_042424/,"",,,12.0,81.0,7.0
86671,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,4/14/24,4/16/24,,"",,196643,1574,a,,a,,4/17/24 09:43,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_HUWb9FO.pdf,"",,,12.0,62.0,26.0
86671,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,4/14/24,4/16/24,,"",,196644,1358,rv,,rv,,4/17/24 09:43,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HqmM53D.pdf,"",,,14.0,68.0,19.0
86631,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,4/6/24,4/9/24,,"",,196315,1795,a,,a,,4/10/24 10:08,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_YmA9r9F.pdf,"",,,14.0,63.0,23.0
86631,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,4/6/24,4/9/24,,"",,196316,1583,rv,,rv,,4/10/24 10:08,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_lMxEeEw.pdf,"",,,14.0,68.0,18.0
86592,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/30/24,4/2/24,,"",,195983,1813,a,,a,,4/3/24 11:58,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_XCNmw8x.pdf,"",,,12.0,67.0,20.0
86592,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/30/24,4/2/24,,"",,195984,1604,rv,,rv,,4/3/24 11:58,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5VGK6NY.pdf,"",,,13.0,72.0,15.0
86591,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,10.0,,3/18/24,3/28/24,,"",,196153,868,rv,,rv,,4/4/24 09:55,"",https://law.marquette.edu/poll/2024/04/03/detailed-results-of-the-marquette-law-school-supreme-court-poll-march-18-28-2024-2/,"",,,27.0,73.0,0
86591,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,10.0,,3/18/24,3/28/24,,"",,196154,674,lv,,lv,,4/4/24 09:55,"",https://law.marquette.edu/poll/2024/04/03/detailed-results-of-the-marquette-law-school-supreme-court-poll-march-18-28-2024-2/,"",,,25.0,75.0,0
86580,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,1.6,-0.2,Online Panel,1.0,,3/23/24,3/27/24,,"",,195813,1080,rv,,rv,,4/2/24 22:01,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/660c51fc7267d13186cfe71e/1712083453713/%5BALL%5D+Clarity+Omnibus+Overview+-March+2024.pdf,"",,,23.0,61.0,17.0
86558,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/24/24,3/26/24,,"",,195434,1594,a,,a,,3/27/24 12:16,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_OIu7o2C.pdf,"",,,10.0,65.0,25.0
86558,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/24/24,3/26/24,,"",,195435,1415,rv,,rv,,3/27/24 12:16,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_mTlzQOB.pdf,"",,,11.0,70.0,19.0
86527,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,3/20/24,3/21/24,,"",,195363,2271,rv,,rv,,3/26/24 12:59,"",https://harvardharrispoll.com/wp-content/uploads/2024/03/HHP_March2024_Topline.pdf,"",,,33.0,60.0,6.0
86498,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/16/24,3/19/24,,"",,194819,1682,a,,a,,3/20/24 11:22,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_pFmhP6O.pdf,"",,,13.0,64.0,23.0
86498,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/16/24,3/19/24,,"",,194820,1510,rv,,rv,,3/20/24 11:22,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_dyZbfXi.pdf,"",,,13.0,68.0,19.0
86463,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/10/24,3/12/24,,"",,194571,1559,a,,a,,3/13/24 10:39,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_F5x8o9g.pdf,"",,,17.0,60.0,22.0
86463,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/10/24,3/12/24,,"",,194572,1367,rv,,rv,,3/13/24 10:39,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Ba6mR1n.pdf,"",,,18.0,65.0,18.0
86297,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/3/24,3/5/24,,"",,194160,1556,a,,a,,3/6/24 11:04,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_9OpjhGt.pdf,"",,,15.0,60.0,25.0
86297,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/3/24,3/5/24,,"",,194161,1450,rv,,rv,,3/6/24 11:04,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nmFBeqb.pdf,"",,,15.0,65.0,19.0
86256,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,6.0,,2/25/24,2/28/24,,"",,194012,1262,rv,,rv,,3/3/24 13:34,"",https://www.foxnews.com/official-polls/fox-news-poll-trump-hedge-biden-potential-2024-rematch,"",false,,19.0,78.0,2.0
86215,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,2/25/24,2/27/24,,"",,193707,1688,a,,a,,2/28/24 09:58,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_XFw0j7s.pdf,"",,,16.0,59.0,26.0
86215,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,2/25/24,2/27/24,,"",,193708,1498,rv,,rv,,2/28/24 09:58,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_hi9l9P2.pdf,"",,,16.0,65.0,19.0
86299,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,1.6,-0.2,Online Panel,1.0,,2/22/24,2/27/24,,"",,194185,1026,lv,,lv,,3/6/24 14:08,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/65e89ab3fee20505c0cb5577/1709742772099/Clarity+Omnibus+Overview+-+February+2024.pdf,"",,,22.0,56.0,22.0
86190,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,2/21/24,2/22/24,,"",,193590,2022,rv,,rv,,2/26/24 13:50,"",https://harvardharrispoll.com/wp-content/uploads/2024/02/HHP_Feb2024_KeyResults.pdf,"",,,34.0,58.0,8.0
86180,1697,Bullfinch,"","",The Bullfinch Group,692,The Bullfinch Group,,,Online Panel,4.0,,2/17/24,2/22/24,,"",,193552,1200,a,,a,,2/24/24 19:00,"",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q1-nationwide-survey-2,"",,,28.0,59.0,13.0
86180,1697,Bullfinch,"","",The Bullfinch Group,692,The Bullfinch Group,,,Online Panel,4.0,,2/17/24,2/22/24,,"",,193553,1000,rv,,rv,,2/24/24 19:00,"",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q1-nationwide-survey-2,"",,,28.0,61.0,11.0
86145,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,2/18/24,2/20/24,,"",,193102,1562,a,,a,,2/21/24 10:58,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_J89zQ0v.pdf,"",,,23.0,53.0,24.0
86145,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,2/18/24,2/20/24,,"",,193103,1360,rv,,rv,,2/21/24 10:58,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_LbK5uKN.pdf,"",,,22.0,59.0,19.0
86173,169,Gallup,"","",Gallup,112,Gallup,2.5,-0.4,Live Phone,10.0,,2/1/24,2/20/24,,"",,193624,1016,a,,a,,2/27/24 09:57,"",https://news.gallup.com/poll/611135/immigration-surges-top-important-problem-list.aspx,"",,,12.0,83.0,5.0
86148,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,10.0,,2/5/24,2/15/24,,"",,193441,787,rv,,rv,,2/22/24 09:45,"",https://law.marquette.edu/poll/2024/02/21/detailed-results-of-the-marquette-law-school-supreme-court-poll-february-5-15-2024-2/,"",,,21.0,79.0,0
86148,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,10.0,,2/5/24,2/15/24,,"",,193442,628,lv,,lv,,2/22/24 09:45,"",https://law.marquette.edu/poll/2024/02/21/detailed-results-of-the-marquette-law-school-supreme-court-poll-february-5-15-2024-2/,"",,,17.0,83.0,0
85938,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,2/11/24,2/13/24,,"",,192069,1671,a,,a,,2/14/24 10:34,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_CLPOIop.pdf,"",,,20.0,56.0,24.0
85938,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,2/11/24,2/13/24,,"",,192070,1470,rv,,rv,,2/14/24 10:34,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_bC3K16R.pdf,"",,,21.0,60.0,20.0
86070,320,Monmouth,"","",Monmouth University Polling Institute,215,Monmouth University Polling Institute,2.9,-0.9,Live Phone/Text-to-Web,9.0,,2/8/24,2/12/24,,"",,192859,902,a,,a,,2/20/24 11:59,"",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_022024/,"",,,14.0,79.0,7.0
85859,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,2/4/24,2/6/24,,"",,191819,1591,a,,a,,2/7/24 10:42,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_PJ4ynwY.pdf,"",,,20.0,57.0,23.0
85859,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,2/4/24,2/6/24,,"",,191820,1399,rv,,rv,,2/7/24 10:42,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_H1zTWuF.pdf,"",,,21.0,61.0,18.0
85772,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,1/28/24,1/30/24,,"",,191354,1686,a,,a,,1/31/24 10:59,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_f35zM8U.pdf,"",,,13.0,62.0,24.0
85772,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,1/28/24,1/30/24,,"",,191355,1486,rv,,rv,,1/31/24 10:59,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_f5kOruS.pdf,"",,,13.0,66.0,21.0
85842,568,YouGov,"278,1233",UMass Amherst | WCVB-TV,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,1/25/24,1/30/24,,"",,191770,1064,a,,a,,2/6/24 09:28,"",https://polsci.umass.edu/state-nation-toplines-crosstabs-feb-6-2024,"",,,26.0,62.0,12.0
85699,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,1/21/24,1/23/24,,"",,191085,1664,a,,a,,1/24/24 11:12,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_kPUXgWx.pdf,"",,,18.0,60.0,23.0
85699,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,1/21/24,1/23/24,,"",,191086,1497,rv,,rv,,1/24/24 11:12,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_i9N6Z0N.pdf,"",,,17.0,65.0,17.0
85818,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,1.6,-0.2,Online Panel,1.0,,1/19/24,1/23/24,,"",,191614,1092,lv,,lv,,2/1/24 15:05,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/65bbc99ed92dcc3f3d6c412d/1706805664506/Clarity+Omnibus+Overview+-+January+2024.pdf,"",,,26.0,58.0,17.0
85689,1697,Bullfinch,2072,Independent Center,The Bullfinch Group,692,The Bullfinch Group,,,Online Panel,4.0,,1/19/24,1/22/24,,"",,191022,1002,rv,,rv,,1/23/24 09:31,"",https://independentcenter.org/wp-content/uploads/2024/01/Independent-Center-2024-Nationwide-January-Survey-of-Adults-Toplines_PR.pdf,"",,,29.0,62.0,9.0
85672,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,1/17/24,1/18/24,,"",,190628,2346,rv,,rv,,1/22/24 13:19,"",https://harvardharrispoll.com/wp-content/uploads/2024/01/HHP_Jan24_KeyResults.pdf,"",,,33.0,59.0,9.0
85690,1701,NewsNation/Decision Desk HQ,"","",NewsNation,696,NewsNation,1.6,0.0,Online Panel,3.0,,1/16/24,1/18/24,,"",,191023,1000,rv,,rv,,1/23/24 09:31,"",https://www.newsnationnow.com/polls/2024-election-poll-ddhq/,"",,,24.41,75.59,0
85626,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,1/14/24,1/16/24,,"",,190394,1660,a,,a,,1/17/24 10:50,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Jt39PjS.pdf,"",,,16.0,62.0,23.0
